2013,1,BB,P,Weiner,Anthony,D,J,5,,,R0008305,E,JPMorgan Chase,Y,CORP,,,,New York,NY,,M,759.76,2/29/2012,,,Interest/Dividends,,N,
2013,1,BB,P,Weiner,Anthony,D,J,5,,,R0008308,E,JPMorgan Chase,Y,CORP,,,,New York,NY,,M,786.12,3/30/2012,,,Interest/Dividends,,N,
2013,1,BB,P,Weiner,Anthony,D,J,5,,,R0008311,E,JPMorgan Chase,Y,CORP,,,,New York,NY,,M,812.49,4/30/2012,,,Interest/Dividends,,N,
2013,1,BB,P,Weiner,Anthony,D,J,5,,,R0008316,E,US Department of Treasury,Y,OTHR,,,,,,,,12465.16,5/2/2012,,,Other,Income Tax Adjustmen,N,
2013,1,BB,P,Weiner,Anthony,D,J,5,,,R0008317,E,JPMorgan Chase,Y,CORP,,,,New York,NY,,M,812.66,5/31/2012,,,Interest/Dividends,,N,
2013,1,BB,P,Weiner,Anthony,D,J,5,,,R0008336,E,JPMorgan Chase,Y,CORP,,,,New York,NY,,M,760.39,6/29/2012,,,Interest/Dividends,,N,
2013,1,BB,P,Weiner,Anthony,D,J,5,,,R0008341,E,New York State Insurance Fund,Y,OTHR,,,,New York,NY,,,282.55,7/5/2012,,,Other,Refund,N,
2013,1,BB,P,Weiner,Anthony,D,J,6,,,R0008393,E,JPMorgan Chase,Y,CORP,,,,New York,NY,,M,830.10,7/31/2012,,,Interest/Dividends,,N,
2013,1,BB,P,Weiner,Anthony,D,J,6,,,R0008394,E,JPMorgan Chase,Y,CORP,,,,New York,NY,,M,800.33,8/30/2012,,,Interest/Dividends,,N,
2013,1,BB,P,Weiner,Anthony,D,J,6,,,R0008395,E,JPMorgan Chase,Y,CORP,,,,New York,NY,,M,723.03,9/28/2012,,,Interest/Dividends,,N,
2013,1,BB,P,Weiner,Anthony,D,J,6,,,R0008396,E,JPMorgan Chase,Y,CORP,,,,New York,NY,,M,852.30,10/31/2012,,,Interest/Dividends,,N,
2013,1,BB,P,Weiner,Anthony,D,J,6,,,R0008397,E,JPMorgan Chase,Y,CORP,,,,New York,NY,,M,775.00,11/30/2012,,,Interest/Dividends,,N,
2013,1,BB,P,Weiner,Anthony,D,J,6,,,R0008398,E,JPMorgan Chase,Y,CORP,,,,New York,NY,,M,800.99,12/31/2012,,,Interest/Dividends,,N,
2013,1,BB,P,Weiner,Anthony,D,J,7,,,R0008419,E,JPMorgan Chase,Y,CORP,,,,New York,NY,,M,801.16,1/31/2013,,,Interest/Dividends,,N,
2013,1,BB,P,Weiner,Anthony,D,J,7,,,R0008420,E,JPMorgan Chase,Y,CORP,,,,New York,NY,,M,723.78,2/28/2013,,,Interest/Dividends,,N,
2013,1,BB,P,Weiner,Anthony,D,J,7,,,R0008421,E,JPMorgan Chase,Y,CORP,,,,New York,NY,,M,2.13,1/16/2013,,,Other,Fee Refund,N,
2013,1,BB,P,Weiner,Anthony,D,J,8,,,R0008470,E,JPMorgan Chase,Y,CORP,,,,New York,NY,,M,710.11,3/29/2013,,,Interest/Dividends,interest,N,
2013,1,BB,P,Weiner,Anthony,D,J,8,,,R0008471,E,JPMorgan Chase,Y,CORP,,,,New York,NY,,M,670.90,4/30/2013,,,Interest/Dividends,interest,N,
2013,1,ED,NP,"Carrion, Jr.",Adolfo,,L,6,,,R0005516,E,Carrion NYC,Y,PCOMC,,,,Bronx,NY,10461,X,20048.90,12/3/2012,,,Interest/Dividends,,N,
2013,1,ED,NP,"Carrion, Jr.",Adolfo,,L,6,,,R0005517,E,Carrion NYC,Y,PCOMC,,,,Bronx,NY,10461,X,666.00,12/3/2012,,,Other,Expenditure Refunds,N,
2013,1,FI,P,Liu,John,C,N,12,,,R0023719,E,United International Bank,Y,OTHR,,,,Flushing,NY,11355,Q,5692.55,8/29/2013,,,Interest/Dividends,CD,N,
2013,1,FI,P,Liu,John,C,N,12,,,R0023892,E,"Asia Bank, N. A.",Y,CORP,,,,Flushing,NY,11354,Q,16588.90,9/4/2013,,,Interest/Dividends,CD,N,
2013,1,FI,P,Liu,John,C,N,2,,,R0005673,E,"TD Bank, N.A.",Y,OTHR,,,,Cherry Hill,NJ,08034,Z,1.00,11/22/2010,,,Other,Account Open,N,
2013,1,FI,P,Liu,John,C,N,5,,,R0011013,E,Staples,Y,CORP,,,,Flushing,NY,11354,Q,5.00,1/30/2012,,,Other,rebate,N,
2013,1,FI,P,Liu,John,C,N,5,,,R0013807,E,NYS Comptroller Refund Account,Y,OTHR,,,,Albany,NY,12236,Z,2.30,5/16/2012,,,Other,MCTMT Refund (Tax),N,
2013,1,FI,P,Liu,John,C,N,5,,,R0013809,E,NYS Dept of Taxation & Finance,Y,OTHR,,,,Albany,NY,12227,Z,48.00,6/4/2012,,,Other,NYS Income Tax refun,N,
2013,1,FI,P,Liu,John,C,N,5,,,R0013812,E,Verizon Wireless Treasury,Y,CORP,,,,Folsom,CA,95763,Z,3.59,5/17/2012,,,Interest/Dividends,,N,
2013,1,FI,P,Liu,John,C,N,5,,,R0013813,E,Verizon Wireless Treasury,Y,CORP,,,,Folsom,CA,95763,Z,3.59,5/17/2012,,,Interest/Dividends,,N,
2013,1,FI,P,Liu,John,C,N,5,,,R0013814,E,Verizon Wireless Treasury,Y,CORP,,,,Folsom,CA,95763,Z,3.59,5/17/2012,,,Interest/Dividends,,N,
2013,1,FI,P,Liu,John,C,N,5,,,R0013815,E,Verizon Wireless Treasury,Y,CORP,,,,Folsom,CA,95763,Z,3.59,5/17/2012,,,Interest/Dividends,,N,
2013,2,1512,P,Squadron,Daniel,L,H,10,,,R0009333,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,1484437.00,8/5/2013,,,Public Funds Payment,,N,
2013,2,1512,P,Squadron,Daniel,L,H,11,,,R0009677,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,199899.00,8/15/2013,,,Public Funds Payment,,N,
2013,2,1512,P,Squadron,Daniel,L,H,12,,,R0010771,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,23170.00,8/28/2013,,,Public Funds Payment,,N,
2013,2,1512,P,Squadron,Daniel,L,H,12,,,R0010849,E,Johnson NYC 2013,Y,PCOMP,,,,Bronx,NY,10451,X,750.00,9/3/2013,,,Other,Joint Palmcards,N,
2013,2,1512,P,Squadron,Daniel,L,H,12,,,R0010995,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,339373.00,9/6/2013,,,Public Funds Payment,,N,
2013,2,1512,P,Squadron,Daniel,L,H,12,,,R0011176,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,511720.00,9/12/2013,,,Public Funds Payment,,N,
2013,2,1512,P,Squadron,Daniel,L,H,9,,,R0008457,E,ADP,Y,CORP,,,,Roseland,NJ,07068,Z,400.00,6/28/2013,,,Other,Promotional Credit,N,
2013,2,1552,P,Saujani,Reshma,M,H,10,,,R0009226,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,907446.00,8/5/2013,,,Public Funds Payment,,N,
2013,2,1552,P,Saujani,Reshma,M,H,11,,,R0010000,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,179339.00,8/15/2013,,,Public Funds Payment,,N,
2013,2,1552,P,Saujani,Reshma,M,H,12,,,R0010876,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,67733.00,8/28/2013,,,Public Funds Payment,,N,
2013,2,1552,P,Saujani,Reshma,M,H,12,,,R0011337,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,191906.00,9/6/2013,,,Public Funds Payment,,N,
2013,2,480,P,James,Letitia,,L,10,,,R0007996,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,777879.00,8/5/2013,,,Public Funds Payment,,N,
2013,2,480,P,James,Letitia,,L,11,,,R0008109,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,25279.00,8/15/2013,,,Public Funds Payment,,N,
2013,2,480,P,James,Letitia,,L,12,,,R0008391,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,27195.00,8/28/2013,,,Public Funds Payment,,N,
2013,2,480,P,James,Letitia,,L,12,,,R0008739,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,92093.00,9/6/2013,,,Public Funds Payment,,N,
2013,2,480,P,James,Letitia,,L,12,,,R0009140,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,230612.00,9/12/2013,,,Public Funds Payment,,N,
2013,3,148,P,Stringer,Scott,M,M,10,,,R0018751,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,1463629.00,8/5/2013,,,Public Funds Payment,,N,
2013,3,148,P,Stringer,Scott,M,M,10,,,R0019211,E,Chase Bank,Y,CORP,,,,New York,NY,10024,,247.81,7/31/2013,,,Interest/Dividends,Interest,N,
2013,3,148,P,Stringer,Scott,M,M,11,,,R0019677,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,204031.00,8/15/2013,,,Public Funds Payment,,N,
2013,3,148,P,Stringer,Scott,M,M,12,,,R0020393,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,24510.00,8/28/2013,,,Public Funds Payment,,N,
2013,3,148,P,Stringer,Scott,M,M,12,,,R0020565,E,Chase Bank,Y,CORP,,,,New York,NY,10024,,121.79,8/30/2013,,,Interest/Dividends,Interest,N,
2013,3,148,P,Stringer,Scott,M,M,12,,,R0020825,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,193348.00,9/6/2013,,,Public Funds Payment,,N,
2013,3,148,P,Stringer,Scott,M,M,13,,,R0021260,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,66832.00,9/26/2013,,,Public Funds Payment,,N,
2013,3,148,P,Stringer,Scott,M,M,13,,,R0021343,E,Chase Bank,Y,CORP,,,,New York,NY,10024,,0.01,9/30/2013,,,Interest/Dividends,Interest,N,
2013,3,148,P,Stringer,Scott,M,M,1,,,R0008067,E,Chase Merchant Services LLC,Y,LLC,,,,Atlanta,GA,30328,,0.03,1/29/2010,,,Interest/Dividends,,N,
2013,3,148,P,Stringer,Scott,M,M,1,,,R0008068,E,Chase Merchant Services LLC,Y,LLC,,,,Atlanta,GA,30328,,0.06,2/26/2010,,,Interest/Dividends,,N,
2013,3,148,P,Stringer,Scott,M,M,1,,,R0008069,E,Chase Merchant Services LLC,Y,LLC,,,,Atlanta,GA,30328,,0.04,3/31/2010,,,Interest/Dividends,,N,
2013,3,148,P,Stringer,Scott,M,M,1,,,R0008070,E,Chase Merchant Services LLC,Y,LLC,,,,Atlanta,GA,30328,,0.04,4/30/2010,,,Interest/Dividends,,N,
2013,3,148,P,Stringer,Scott,M,M,1,,,R0008071,E,Chase Merchant Services LLC,Y,LLC,,,,Atlanta,GA,30328,,0.03,5/28/2010,,,Interest/Dividends,,N,
2013,3,148,P,Stringer,Scott,M,M,1,,,R0008072,E,Chase Merchant Services LLC,Y,LLC,,,,Atlanta,GA,30328,,1.76,6/30/2010,,,Interest/Dividends,,N,
2013,3,148,P,Stringer,Scott,M,M,2,,,R0008288,E,Chase Merchant Services LLC,Y,LLC,,,,Atlanta,GA,30328,,51.50,7/30/2010,,,Interest/Dividends,,N,
2013,3,148,P,Stringer,Scott,M,M,2,,,R0008507,E,Chase Merchant Services LLC,Y,LLC,,,,Atlanta,GA,30328,,54.95,8/31/2010,,,Interest/Dividends,,N,
2013,3,148,P,Stringer,Scott,M,M,2,,,R0008715,E,Chase Merchant Services LLC,Y,LLC,,,,Atlanta,GA,30328,,51.52,9/30/2010,,,Interest/Dividends,,N,
2013,3,148,P,Stringer,Scott,M,M,2,,,R0009271,E,Chase Merchant Services LLC,Y,LLC,,,,Atlanta,GA,30328,,49.82,10/29/2010,,,Interest/Dividends,,N,
2013,3,148,P,Stringer,Scott,M,M,2,,,R0009365,E,Chase Merchant Services LLC,Y,LLC,,,,Atlanta,GA,30328,,91.92,11/30/2010,,,Interest/Dividends,,N,
2013,3,148,P,Stringer,Scott,M,M,2,,,R0009567,E,Chase Merchant Services LLC,Y,LLC,,,,Atlanta,GA,30328,,95.69,12/31/2010,,,Interest/Dividends,,N,
2013,3,148,P,Stringer,Scott,M,M,3,,,R0011028,E,Chase Merchant Services LLC,Y,LLC,,,,Atlanta,GA,30328,,65.19,1/31/2011,,,Interest/Dividends,,N,
2013,3,148,P,Stringer,Scott,M,M,3,,,R0011029,E,Chase Merchant Services LLC,Y,LLC,,,,Atlanta,GA,30328,,201.57,2/28/2011,,,Interest/Dividends,,N,
2013,3,148,P,Stringer,Scott,M,M,3,,,R0011030,E,Chase Merchant Services LLC,Y,LLC,,,,Atlanta,GA,30328,,223.22,3/31/2011,,,Interest/Dividends,,N,
2013,3,148,P,Stringer,Scott,M,M,3,,,R0011031,E,Chase Merchant Services LLC,Y,LLC,,,,Atlanta,GA,30328,,208.88,4/29/2011,,,Interest/Dividends,,N,
2013,3,148,P,Stringer,Scott,M,M,3,,,R0011032,E,Chase Merchant Services LLC,Y,LLC,,,,Atlanta,GA,30328,,203.77,5/31/2011,,,Interest/Dividends,,N,
2013,3,148,P,Stringer,Scott,M,M,3,,,R0011469,E,Chase Merchant Services LLC,Y,LLC,,,,Atlanta,GA,30328,,201.71,6/30/2011,,,Interest/Dividends,,N,
2013,3,148,P,Stringer,Scott,M,M,4,,,R0013461,E,Chase Bank,Y,CORP,,,,New York,NY,10024,,221.00,10/31/2011,,,Interest/Dividends,,N,
2013,3,148,P,Stringer,Scott,M,M,4,,,R0013462,E,Chase Bank,Y,CORP,,,,New York,NY,10024,,242.35,11/30/2011,,,Interest/Dividends,,N,
2013,3,148,P,Stringer,Scott,M,M,4,,,R0013463,E,Chase Bank,Y,CORP,,,,New York,NY,10024,,246.77,12/30/2011,,,Interest/Dividends,,N,
2013,3,148,P,Stringer,Scott,M,M,4,,,R0013477,E,Chase Bank,Y,CORP,,,,New York,NY,10024,,247.86,7/29/2011,,,Interest/Dividends,,N,
2013,3,148,P,Stringer,Scott,M,M,4,,,R0013478,E,Chase Bank,Y,CORP,,,,New York,NY,10024,,294.05,8/31/2011,,,Interest/Dividends,,N,
2013,3,148,P,Stringer,Scott,M,M,4,,,R0013479,E,Chase Bank,Y,CORP,,,,New York,NY,10024,,260.24,9/30/2011,,,Interest/Dividends,,N,
2013,3,148,P,Stringer,Scott,M,M,5,,,R0015148,E,Chase Bank,Y,CORP,,,,New York,NY,10024,,284.60,1/31/2012,,,Interest/Dividends,,N,
2013,3,148,P,Stringer,Scott,M,M,5,,,R0015149,E,Chase Bank,Y,CORP,,,,New York,NY,10024,,262.42,2/29/2012,,,Interest/Dividends,,N,
2013,3,148,P,Stringer,Scott,M,M,5,,,R0015150,E,Chase Bank,Y,CORP,,,,New York,NY,10024,,295.58,3/30/2012,,,Interest/Dividends,,N,
2013,3,148,P,Stringer,Scott,M,M,5,,,R0015151,E,Chase Bank,Y,CORP,,,,New York,NY,10024,,314.53,4/30/2012,,,Interest/Dividends,,N,
2013,3,148,P,Stringer,Scott,M,M,5,,,R0015152,E,Chase Bank,Y,CORP,,,,New York,NY,10024,,327.16,5/31/2012,,,Interest/Dividends,,N,
2013,3,148,P,Stringer,Scott,M,M,5,,,R0015153,E,Chase Bank,Y,CORP,,,,New York,NY,10024,,310.20,6/29/2012,,,Interest/Dividends,,N,
2013,3,148,P,Stringer,Scott,M,M,6,,,R0015258,E,Chase Bank,Y,CORP,,,,New York,NY,10024,,358.75,7/31/2012,,,Interest/Dividends,Interest,N,
2013,3,148,P,Stringer,Scott,M,M,6,,,R0015259,E,Chase Bank,Y,CORP,,,,New York,NY,10024,,359.06,8/31/2012,,,Interest/Dividends,Savings,N,
2013,3,148,P,Stringer,Scott,M,M,6,,,R0015296,E,Chase Bank,Y,CORP,,,,New York,NY,10024,,330.29,9/28/2012,,,Interest/Dividends,,N,
2013,3,148,P,Stringer,Scott,M,M,6,,,R0015433,E,Chase Bank,Y,CORP,,,,New York,NY,10024,,389.33,10/31/2012,,,Interest/Dividends,Interest,N,
2013,3,148,P,Stringer,Scott,M,M,6,,,R0015481,E,Chase Bank,Y,CORP,,,,New York,NY,10024,,351.05,11/30/2012,,,Interest/Dividends,Interest,N,
2013,3,148,P,Stringer,Scott,M,M,6,,,R0015612,E,Chase Bank,Y,CORP,,,,New York,NY,10024,,274.23,12/31/2012,,,Interest/Dividends,Interest,N,
2013,3,148,P,Stringer,Scott,M,M,7,,,R0015658,E,Chase Bank,Y,CORP,,,,New York,NY,10024,,274.27,1/31/2013,,,Interest/Dividends,Interest,N,
2013,3,148,P,Stringer,Scott,M,M,7,,,R0015666,E,Chase Bank,Y,CORP,,,,New York,NY,10024,,247.76,2/28/2013,,,Interest/Dividends,Interest,N,
2013,3,148,P,Stringer,Scott,M,M,7,,,R0015722,E,State of New York Dept. of Tax,Y,OTHR,,,,Binghamton,NY,13902,Z,1848.91,2/21/2013,,,Other,Tax Adjustment,N,
2013,3,148,P,Stringer,Scott,M,M,8,,,R0015934,E,Chase Bank,Y,CORP,,,,New York,NY,10024,,260.92,3/29/2013,,,Interest/Dividends,Interest,N,
2013,3,148,P,Stringer,Scott,M,M,8,,,R0015958,E,State of New York Dept. of Tax,Y,OTHR,,,,Binghamton,NY,13902,Z,10.84,4/19/2013,,,Other,Tax Refund,N,
2013,3,148,P,Stringer,Scott,M,M,8,,,R0017354,E,Chase Bank,Y,CORP,,,,New York,NY,10024,,242.56,4/30/2013,,,Interest/Dividends,Interest,N,
2013,3,148,P,Stringer,Scott,M,M,9,,,R0018096,E,Chase Bank,Y,CORP,,,,New York,NY,10024,,241.21,5/31/2013,,,Interest/Dividends,Interest,N,
2013,3,148,P,Stringer,Scott,M,M,9,,,R0018162,E,Chase Bank,Y,CORP,,,,New York,NY,10024,,216.39,6/28/2013,,,Interest/Dividends,Interest,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,10,,,R0007970,E,Signature Bank,Y,CORP,,,,,,,,1.53,7/31/2013,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,10,,,R0007971,E,Signature Bank,Y,CORP,,,,,,,,1.77,7/31/2013,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,10,,,R0007972,E,Signature Bank,Y,CORP,,,,,,,,117.02,7/31/2013,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,10,,,R0007974,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,188884.00,8/5/2013,,,Public Funds Payment,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,12,,,R0008148,E,Signature Bank,Y,CORP,,,,,,,,5.60,8/30/2013,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,12,,,R0008149,E,Signature Bank,Y,CORP,,,,,,,,142.04,8/30/2013,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,12,,,R0008150,E,Signature Bank,Y,CORP,,,,,,,,1.52,8/30/2013,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,12,,,R0008157,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,9941.00,9/6/2013,,,Public Funds Payment,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,13,,,R0008288,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,M,188884.00,9/26/2013,,,Public Funds Payment,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,13,,,R0008302,E,Signature Bank,Y,CORP,,,,,,,,6.58,9/30/2013,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,13,,,R0008303,E,Signature Bank,Y,CORP,,,,,,,,1.04,9/30/2013,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,13,,,R0008304,E,Signature Bank,Y,CORP,,,,,,,,149.72,9/30/2013,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,1,,,R0003225,E,Signature Bank,Y,CORP,,,,,,,,1.15,4/30/2010,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,1,,,R0003228,E,Signature Bank,Y,CORP,,,,,,,,11.20,5/28/2010,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,1,,,R0003230,E,Signature Bank,Y,CORP,,,,,,,,0.27,4/30/2010,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,1,,,R0003233,E,Signature Bank,Y,CORP,,,,,,,,2.22,5/28/2010,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,1,,,R0003240,E,Signature Bank,Y,CORP,,,,,,,,16.89,6/30/2010,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,1,,,R0003241,E,Signature Bank,Y,CORP,,,,,,,,4.94,6/30/2010,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,2,,,R0003354,E,Signature Bank,Y,CORP,,,,,,,,18.51,7/30/2010,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,2,,,R0003355,E,Signature Bank,Y,CORP,,,,,,,,0.70,7/30/2010,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,2,,,R0003358,E,Signature Bank,Y,CORP,,,,,,,,5.13,7/30/2010,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,2,,,R0003390,E,Signature Bank,Y,CORP,,,,,,,,5.36,8/31/2010,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,2,,,R0003391,E,Signature Bank,Y,CORP,,,,,,,,18.92,8/31/2010,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,2,,,R0003392,E,Signature Bank,Y,CORP,,,,,,,,0.81,8/31/2010,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,2,,,R0003496,E,Signature Bank,Y,CORP,,,,,,,,16.56,9/30/2010,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,2,,,R0003497,E,Signature Bank,Y,CORP,,,,,,,,5.47,9/30/2010,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,2,,,R0003498,E,Signature Bank,Y,CORP,,,,,,,,0.66,9/30/2010,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,2,,,R0003596,E,Signature Bank,Y,CORP,,,,,,,,1.17,10/29/2010,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,2,,,R0003597,E,Signature Bank,Y,CORP,,,,,,,,27.01,10/29/2010,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,2,,,R0003598,E,Signature Bank,Y,CORP,,,,,,,,9.14,10/29/2010,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,2,,,R0003663,E,Signature Bank,Y,CORP,,,,,,,,4.77,11/30/2010,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,2,,,R0003664,E,Signature Bank,Y,CORP,,,,,,,,39.78,11/30/2010,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,2,,,R0003665,E,Signature Bank,Y,CORP,,,,,,,,2.00,11/30/2010,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,2,,,R0003779,E,Signature Bank,Y,CORP,,,,,,,,44.55,12/31/2010,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,2,,,R0003802,E,Signature Bank,Y,CORP,,,,,,,,2.14,12/31/2010,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,2,,,R0003803,E,Signature Bank,Y,CORP,,,,,,,,4.32,12/31/2010,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,3,,,R0003921,E,Signature Bank,Y,CORP,,,,,,,,2.04,1/31/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,3,,,R0003922,E,Signature Bank,Y,CORP,,,,,,,,44.86,1/31/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,3,,,R0003997,E,Signature Bank,Y,CORP,,,,,,,,3.13,1/31/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,3,,,R0004041,E,Signature Bank,Y,CORP,,,,,,,,5.01,2/28/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,3,,,R0004042,E,Signature Bank,Y,CORP,,,,,,,,1.85,2/28/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,3,,,R0004043,E,Signature Bank,Y,CORP,,,,,,,,40.59,2/28/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,3,,,R0004178,E,Signature Bank,Y,CORP,,,,,,,,4.39,3/31/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,3,,,R0004179,E,Signature Bank,Y,CORP,,,,,,,,2.05,3/31/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,3,,,R0004180,E,Signature Bank,Y,CORP,,,,,,,,52.85,3/31/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,3,,,R0004381,E,Signature Bank,Y,CORP,,,,,,,,71.63,4/29/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,3,,,R0004382,E,Signature Bank,Y,CORP,,,,,,,,1.98,4/29/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,3,,,R0004383,E,Signature Bank,Y,CORP,,,,,,,,2.40,4/29/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,3,,,R0004429,E,Signature Bank,Y,CORP,,,,,,,,2.47,5/31/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,3,,,R0004430,E,Signature Bank,Y,CORP,,,,,,,,78.85,5/31/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,3,,,R0004431,E,Signature Bank,Y,CORP,,,,,,,,3.61,5/31/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,3,,,R0004511,E,Signature Bank,Y,CORP,,,,,,,,2.38,6/30/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,3,,,R0004512,E,Signature Bank,Y,CORP,,,,,,,,79.34,6/30/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,3,,,R0004513,E,Signature Bank,Y,CORP,,,,,,,,2.54,6/30/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,4,,,R0004610,E,Signature Bank,Y,CORP,,,,,,,,1.80,7/29/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,4,,,R0004611,E,Signature Bank,Y,CORP,,,,,,,,82.03,7/29/2011,,,Interest/Dividends,,N,
2013,4,1160,P,Diaz Jr.,Ruben,,L,4,,,R0004612,E,Signature Bank,Y,CORP,,,,,,,,2.62,7/29/2011,,,Interest/Dividends,,N,
